NAME,POSTCODE,LATITUDE,LONGITUDE,STATE_NAME
Joadja,2575,-34.418842,150.259933,NSW
Joanna,5271,-37.120792,140.866425,SA
Jobs Gate,4490,-28.777767,146.707718,QLD
Joel Joel,3384,-37.012451,143.00502,VIC
Joel South,3384,-37.062496,143.052521,VIC
Joes Box,2469,-28.692984,152.597549,NSW
Johanna,3238,-38.757862,143.37735,VIC
Johnburgh,5431,-32.45388,138.705429,SA
Johns River,2443,-31.729664,152.69632,NSW
Johnsons Hill,4714,-23.628344,150.407013,QLD
Johnsonville,3902,-37.818554,147.831024,VIC
Johnston,832,-12.486423,131.009598,NT
Johnstones Hill,3870,-38.380283,146.290985,VIC
Johnstown,4615,-26.362606,152.125259,QLD
Jolimont,6014,-31.947168,115.81237,WA
Jolly Nose,2445,-31.591379,152.777985,NSW
Jollys Lookout,4520,-27.400066,152.807068,QLD
Jondaryan,4403,-27.368666,151.592865,QLD
Jones Bridge,2720,-35.385849,148.248886,NSW
Jones Creek,2722,-35.028255,148.074585,NSW
Jones Creek,2830,-32.115917,148.803177,NSW
Jones Gully,4355,-27.174025,152.010422,QLD
Jones Hill,4570,-26.229288,152.670044,QLD
Jones Island,2430,-31.857845,152.588867,NSW
Joondalup,6027,-31.743357,115.764175,WA
Joondanna,6060,-31.907888,115.843552,WA
Jordanville,3148,-37.873699,145.112305,VIC
Josephville,4285,-28.039022,152.93605,QLD
Joskeleigh,4702,-23.367186,150.77597,QLD
Joslin,5070,-34.902416,138.633652,SA
Joyces Creek,3364,-37.084908,143.998032,VIC
Joyner,4500,-27.286489,152.951263,QLD
Jubilee Heights,4860,-17.49184,146.043655,QLD
Jubilee Pocket,4802,-20.268721,148.71846,QLD
Judbury,7109,-42.99852,146.933975,TAS
Judds Creek,2795,-33.842567,149.542847,NSW
Jugiong,2726,-34.787121,148.348877,NSW
Julago,4816,-19.364561,146.888596,QLD
Julanka Holdings,5238,-34.873451,139.544647,SA
Julatten,4871,-16.607422,145.342636,QLD
Julia,5374,-34.124104,139.009338,SA
Julia Creek,4823,-20.656515,141.745682,QLD
Julimar,6567,-31.441509,116.268822,WA
Jumbuk,3869,-38.40065,146.427216,VIC
Jumbunna,3951,-38.468758,145.771973,VIC
Juna Downs,6751,-22.495184,118.734558,WA
Junabee,4370,-28.249792,152.135422,QLD
Junction Hill,2460,-29.643068,152.926239,NSW
Junction View,4343,-27.801775,152.189087,QLD
Junction Village,3977,-38.132362,145.293152,VIC
Jundah,4736,-25.118917,143.218048,QLD
Junee,2663,-34.870369,147.584824,NSW
Junee Reefs,2666,-34.725372,147.607559,NSW
Jung,3401,-36.607807,142.360077,VIC
Jungaburra,3575,-36.048836,144.27803,VIC
Junortoun,3551,-36.772423,144.355148,VIC
Jupiter Creek,5153,-35.11203,138.762207,SA
Jurien Bay,6516,-30.293831,115.117767,WA
Kaarimba,3635,-36.148605,145.295425,VIC
Kaban,4888,-17.509508,145.367157,QLD
Kabra,4702,-23.46933,150.397858,QLD
Kadathinni,6519,-29.656309,115.598618,WA
Kadina,5554,-33.963516,137.714249,SA
Kadnook,3318,-37.1455,141.385773,VIC
Kagaru,4285,-27.862928,152.924179,QLD
Kahibah,2290,-32.961533,151.714554,NSW
Kaimkillenbun,4406,-27.061028,151.434631,QLD
Kains Flat,2850,-32.474403,149.848099,NSW
Kainton,5552,-34.112045,137.914383,SA
Kairi,4872,-17.215822,145.542252,QLD
Kakadu,822,-12.682814,132.470047,NT
Kalamunda,6076,-31.973385,116.060135,WA
Kalamunda,6926,-31.957764,116.033577,WA
Kalanbi,5690,-31.950821,133.674911,SA
Kalang,2454,-30.509668,152.767395,NSW
Kalangadoo,5278,-37.562729,140.699615,SA
Kalannie,6468,-30.363178,117.117905,WA
Kalapa,4702,-23.497364,150.257675,QLD
Kalarka,4741,-22.158436,149.525162,QLD
Kalaru,2550,-36.734997,149.937347,NSW
Kalbar,4309,-27.9429,152.623154,QLD
Kalbarri,6536,-27.711054,114.164536,WA
Kalbarri National Park,6536,-27.622202,114.406479,WA
Kalbeeba,5118,-34.59893,138.785339,SA
Kaldoonera,5655,-32.572678,134.892075,SA
Kaleen,2617,-35.219494,149.102783,ACT
Kalgan,6330,-34.930946,117.951309,WA
Kalgoorlie,6430,-30.751966,121.457047,WA
Kalgoorlie Po,6433,-27.672817,121.628311,WA
Kalgup,6280,-33.726521,115.360649,WA
Kalimna,3909,-37.879967,147.962555,VIC
Kalimna West,3909,-37.860256,147.951843,VIC
Kalkadoon,4825,-20.658579,139.493164,QLD
Kalkallo,3064,-37.52784,144.958435,VIC
Kalkarindji,852,-17.447001,130.836319,NT
Kalkee,3401,-36.54715,142.209213,VIC
Kalkie,4670,-24.850569,152.387054,QLD
Kalkite,2627,-36.334591,148.645355,NSW
Kallangur,4503,-27.251406,152.991074,QLD
Kallaroo,6025,-31.790096,115.752266,WA
Kallista,3791,-37.903252,145.40564,VIC
Kallora,5550,-34.225246,138.273193,SA
Kaloorup,6280,-33.760124,115.239594,WA
Kalorama,3766,-37.81382,145.397339,VIC
Kalpienung,3529,-35.779396,143.259384,VIC
Kalpowar,4630,-24.695505,151.306152,QLD
Kaltukatjara,872,-24.857649,129.084763,NT
Kalumburu,6740,-14.286706,126.646103,WA
Kalunga,4887,-17.452301,145.381332,QLD
Kalyan,5308,-34.966473,138.569031,SA
Kamarah,2665,-34.323105,146.782394,NSW
Kamarooka,3570,-36.472515,144.344025,VIC
Kamarooka North,3571,-36.407978,144.301559,VIC
Kambah,2902,-35.383968,149.063995,ACT
Kambah Village,2902,-35.383968,149.063995,ACT
Kambalda East,6442,-31.198574,121.652496,WA
Kambalda West,6442,-31.210566,121.623123,WA
Kameruka,2550,-36.739307,149.706863,NSW
Kamerunga,4870,-16.878613,145.687393,QLD
Kamma,4865,-17.042534,145.792892,QLD
Kamona,7260,-41.147789,147.649506,TAS
Kanagulk,3401,-37.127655,141.849869,VIC
Kanahooka,2530,-34.493046,150.816299,NSW
Kanangra,2787,-33.947811,150.086288,NSW
Kancoona,3691,-36.564064,146.99321,VIC
Kandanga,4570,-26.39031,152.688202,QLD
Kandanga Creek,4570,-26.397646,152.61351,QLD
Kandos,2848,-32.858337,149.969391,NSW
Kangaloon,2576,-34.554058,150.535919,NSW
Kangarilla,5157,-35.139626,138.659363,SA
Kangaroo Creek,2460,-29.966412,152.835953,NSW
Kangaroo Flat,3555,-36.79541,144.240875,VIC
Kangaroo Flat,5118,-34.546055,138.692276,SA
Kangaroo Ground,3097,-37.690788,145.21579,VIC
Kangaroo Gully,6255,-33.952091,116.195923,WA
Kangaroo Head,5222,-35.722107,137.919128,SA
Kangaroo Inn,5280,-37.344677,140.239258,SA
Kangaroo Point,2224,-34.005779,151.095856,NSW
Kangaroo Point,4169,-27.479752,153.035675,QLD
Kangaroo Valley,2577,-34.734123,150.525879,NSW
Kangaroobie,2800,-33.165733,149.050323,NSW
Kangiara,2582,-34.619213,148.774689,NSW
Kangy Angy,2258,-33.324535,151.392731,NSW
Kanigan,4570,-25.937963,152.590469,QLD
Kanimbla,2790,-33.607658,150.234634,NSW
Kanimbla,4870,-16.914066,145.723785,QLD
Kaniva,3419,-36.367233,141.221298,VIC
Kanmantoo,5252,-35.070267,139.013733,SA
Kanni,5330,-34.258686,140.002975,SA
Kanoona,2550,-36.759312,149.773743,NSW
Kanowna,6431,-30.606796,121.605476,WA
Kanumbra,3719,-37.0522,145.668106,VIC
Kanwal,2259,-33.253098,151.492569,NSW
Kanya,3387,-36.782375,142.998917,VIC
Kanyaka,5434,-32.073833,138.153076,SA
Kanyapella,3564,-36.09613,144.904572,VIC
Kaoota,7150,-43.020218,147.164352,TAS
Kapaldo,4630,-25.040522,151.13118,QLD
Kapinnie,5632,-34.148373,135.496033,SA
Kapooka,2661,-35.1572,147.293152,NSW
Kappawanta,5670,-33.688332,135.255829,SA
Kapunda,5373,-34.341091,138.915192,SA
Kaputar,2390,-30.294201,150.14595,NSW
Karaak Flat,2429,-31.922998,152.281494,NSW
Karabar,2620,-35.37175,149.231613,NSW
Karabeal,3294,-37.576702,142.175995,VIC
Karakin,6044,-31.075127,115.4618,WA
Karalee,4306,-27.564053,152.825333,QLD
Karama,812,-12.401581,130.915939,NT
Karama,813,-12.400017,130.913544,NT
Karana Downs,4306,-27.547167,152.822861,QLD
Karangi,2450,-30.253853,153.047226,NSW
Karanja,7140,-42.68494,146.837677,TAS
Karara,4352,-28.208702,151.565887,QLD
Karatta,5223,-35.929619,136.898193,SA
Karawara,6152,-32.011524,115.884277,WA
Karawatha,4117,-27.61953,153.093216,QLD
Karcultaby,5654,-32.902519,134.85968,SA
Kardella,3951,-38.424835,145.868881,VIC
Kardella South,3950,-38.449009,145.878708,VIC
Kardinya,6163,-32.069378,115.819458,WA
Kareela,2232,-34.018238,151.080597,NSW
Kariah,3260,-38.1679,143.216232,VIC
Karijini,6751,-22.884987,118.121552,WA
Karingal,3199,-38.14415,145.161377,VIC
Karingal Centre,3199,-38.152763,145.165695,VIC
Kariong,2250,-33.434013,151.296326,NSW
Karkoo,5607,-34.03191,135.729874,SA
Karlgarin,6358,-32.381474,118.719803,WA
Karlkurla,6430,-30.728262,121.425201,WA
Karloning,6479,-30.635977,118.151947,WA
Karloo,6530,-28.791733,114.640984,WA
Karnak,3401,-36.865005,141.483414,VIC
Karnup,6176,-32.425068,115.793022,WA
Karoola,7267,-41.261494,147.158829,TAS
Karoonda,5307,-35.096092,139.891724,SA
Karrabin,4306,-27.604557,152.709656,QLD
Karragarra Island,4184,-27.635298,153.362885,QLD
Karragullen,6111,-32.105194,116.121162,WA
Karrakatta,6010,-31.96863,115.798149,WA
Karrakup,6122,-32.210346,116.051689,WA
Karramindie,6429,-31.017351,121.352837,WA
Karramomus,3631,-36.527119,145.461884,VIC
Karranadgin,6460,-31.207355,116.714752,WA
Karratha,6714,-20.736706,116.846771,WA
Karratha Industrial Estate,6714,-20.765255,116.878227,WA
Karridale,6288,-34.201221,115.099579,WA
Karrinyup,6018,-31.875526,115.778,WA
Karrinyup,6921,-31.884348,115.807007,WA
Karron,4871,-17.34413,141.901917,QLD
Karroun Hill,6472,-29.986765,118.189735,WA
Kars Springs,2337,-31.894039,150.565765,NSW
Karte,5307,-35.058235,140.701065,SA
Karuah,2324,-32.653526,151.958801,NSW
Karumba,4891,-17.498613,140.86644,QLD
Karyrie,3483,-35.961388,142.852829,VIC
Katamatite,3649,-36.078072,145.688522,VIC
Katamatite East,3649,-36.026241,145.760132,VIC
Katandra,3634,-36.247635,145.595413,VIC
Katandra West,3634,-36.228313,145.558136,VIC
Katanning,6317,-33.690147,117.556053,WA
Katarapko,5343,-34.44257,140.560867,SA
Katherine,850,-14.425386,132.255966,NT
Katherine,851,-14.467755,132.234436,NT
Katherine,852,-14.464967,132.264252,NT
Katherine East,850,-14.470213,132.27948,NT
Katherine South,850,-14.469496,132.259323,NT
Katoomba,2780,-33.714954,150.311401,NSW
Katrine,6566,-31.616526,116.55352,WA
Katunga,3640,-36.011154,145.469315,VIC
Kauring,6302,-31.945875,117.011154,WA
Kawana,4701,-23.330038,150.51239,QLD
Kawana Island,4575,-26.708979,153.129852,QLD
Kawarren,3249,-38.481098,143.582886,VIC
Kawl Kawl,4612,-26.186958,151.732117,QLD
Kawungan,4655,-25.300079,152.849213,QLD
Kayena,7270,-41.194942,146.897018,TAS
Kayuga,2333,-32.199093,150.864426,NSW
Kealba,3021,-37.735237,144.820801,VIC
Kealy,6280,-33.656937,115.229294,WA
Kearneys Spring,4350,-27.59346,151.949509,QLD
Kearns,2558,-34.02317,150.804138,NSW
Kearsley,2325,-32.856991,151.397064,NSW
Kebaringup,6335,-34.021751,118.158615,WA
Kedron,4031,-27.406916,153.032547,QLD
Keely,3568,-35.854092,144.253082,VIC
Keepit,2340,-30.858326,150.517258,NSW
Keera,2404,-30.048138,150.762848,NSW
Keerrong,2480,-28.704884,153.264694,NSW
Keilira,5275,-36.581497,140.135376,SA
Keilor,3036,-37.718735,144.834366,VIC
Keilor Downs,3038,-37.723564,144.808792,VIC
Keilor East,3033,-37.734318,144.856628,VIC
Keilor Lodge,3038,-37.699677,144.803329,VIC
Keilor North,3036,-37.696621,144.804855,VIC
Keilor Park,3042,-37.719704,144.85463,VIC
Keinbah,2320,-32.748528,151.391357,NSW
Keiraville,2500,-34.414604,150.871613,NSW
Keith,5267,-36.098125,140.353607,SA
Keith Hall,2478,-28.878349,153.542145,NSW
Kelgoola,2849,-32.861099,150.246628,NSW
Kellalac,3393,-36.381889,142.401077,VIC
Kellerberrin,6410,-31.633419,117.722115,WA
Kellevie,7176,-42.755913,147.791565,TAS
Kellidie Bay,5607,-34.585941,135.455612,SA
Kelly,5641,-33.147381,136.427765,SA
Kellys Plains,2350,-30.579527,151.641083,NSW
Kellyville,2155,-33.712185,150.957535,NSW
Kellyville Ridge,2155,-33.701725,150.923935,NSW
Kelmscott,6111,-32.116402,116.017494,WA
Kelmscott,6991,-32.16333,116.016991,WA
Kelsey Creek,4800,-20.42713,148.524384,QLD
Kelso,2795,-33.418369,149.611649,NSW
Kelso,4815,-19.384064,146.730362,QLD
Kelso,7270,-41.107307,146.791199,TAS
Kelvin,2380,-30.822922,150.346741,NSW
Kelvin Grove,4059,-27.451044,153.011093,QLD
Kelvin View,3666,-36.82711,145.660263,VIC
Kelvinhaugh,4401,-27.39192,151.772476,QLD
Kembla Grange,2526,-34.470222,150.818405,NSW
Kembla Heights,2526,-34.430275,150.806808,NSW
Kemmis,4742,-21.668755,148.401215,QLD
Kemps Creek,2178,-33.879993,150.788773,NSW
Kempsey,2440,-31.082001,152.835007,NSW
Kempsey Msc,2442,-31.253218,146.921097,NSW
Kempton,7030,-42.529354,147.199554,TAS
Kendall,2439,-31.63254,152.70372,NSW
Kendenup,6323,-34.48978,117.623589,WA
Kenebri,2396,-30.773203,149.022873,NSW
Kenilworth,4574,-26.595238,152.727371,QLD
Kenley,3597,-34.855293,143.340927,VIC
Kenmare,3395,-35.910313,142.166168,VIC
Kenmare,6316,-33.562683,117.180969,WA
Kenmore,4069,-27.507376,152.940018,QLD
Kenmore East,4069,-27.507376,152.940018,QLD
Kenmore Hills,4069,-27.505196,152.932846,QLD
Kennaicle Creek,2449,-30.526218,152.811752,NSW
Kennedy,4816,-18.204967,145.95607,QLD
Kennedy Range,6701,-24.464436,114.551102,WA
Kennedys Creek,3239,-38.59597,143.247467,VIC
Kennett River,3221,-38.669052,143.862335,VIC
Kennington,3550,-36.772835,144.305496,VIC
Kensington,1465,-33.965233,151.134537,NSW
Kensington,2033,-33.909615,151.218994,NSW
Kensington,3031,-37.79443,144.930267,VIC
Kensington,4670,-24.915785,152.314606,QLD
Kensington,5068,-34.922981,138.643372,SA
Kensington,6151,-31.982714,115.888733,WA
Kensington Gardens,5068,-34.925716,138.662109,SA
Kensington Grove,4341,-27.530094,152.458588,QLD
Kensington Park,5068,-34.926399,138.650284,SA
Kent Town,5067,-34.924805,138.619507,SA
Kent Town,5071,47.398121,-122.239853,SA
Kentdale,6333,-34.920822,117.050255,WA
Kenthurst,2156,-33.661148,151.005249,NSW
Kentlyn,2560,-34.073662,150.858673,NSW
Kents Lagoon,4309,-27.898823,152.621094,QLD
Kents Pocket,4310,-27.989294,152.658508,QLD
Kentucky,2354,-30.758963,151.450607,NSW
Kentucky South,2354,-30.803043,151.453171,NSW
Kentville,4341,-27.478991,152.427887,QLD
Kenwick,6107,-32.034107,115.982208,WA
Keon Park,3073,-37.693966,145.011993,VIC
Kepa,5259,-35.155243,139.445145,SA
Keperra,4054,-27.409754,152.958496,QLD
Kepnock,4670,-24.877701,152.373749,QLD
Keppel Sands,4702,-23.326384,150.78978,QLD
Keppoch,5271,-36.733345,140.578934,SA
Keralup,6182,-32.435822,115.840347,WA
Kerang,3579,-35.733997,143.920349,VIC
Kerang East,3579,-35.773518,144.017761,VIC
Kerewong,2439,-31.629469,152.549088,NSW
Kergunyah,3691,-36.330276,147.026505,VIC
Kergunyah South,3691,-36.400558,147.035812,VIC
Keri Keri,2711,-34.717632,143.983673,NSW
Kernot,3979,-38.426464,145.596695,VIC
Kerrabee,2328,-32.415726,150.325027,NSW
Kerrie,3434,-37.380447,144.665756,VIC
Kerrigundi,2835,-31.020151,145.311081,NSW
Kerrimuir,3129,-37.805767,145.136414,VIC
Kerrisdale,3660,-37.14032,145.263077,VIC
Kerrs Creek,2800,-33.050014,149.092499,NSW
Kerry,4285,-28.111811,153.0401,QLD
Kersbrook,5231,-34.783775,138.851074,SA
Keswick,5035,-34.941959,138.575806,SA
Keswick Terminal,5035,-34.941208,138.580795,SA
Kettering,7155,-43.1255,147.226089,TAS
Kevington,3723,-37.359032,146.15976,VIC
Kew,2439,-31.633533,152.72377,NSW
Kew,3101,-37.803516,145.032806,VIC
Kew East,3102,-37.792278,145.054855,VIC
Kewarra Beach,4879,-16.790785,145.681107,QLD
Kewdale,6105,-31.966288,115.929962,WA
Kewell,3390,-36.513763,142.42218,VIC
Keybarbin,2469,-29.098583,152.612793,NSW
Keyneton,5353,-34.55468,139.134171,SA
Keysborough,3173,-38.004269,145.1707,VIC
Keysbrook,6126,-32.436371,116.029564,WA
Keysland,4612,-26.216911,151.734528,QLD
Khancoban,2642,-36.216557,148.129379,NSW
Khatambuhl,2429,-31.779249,151.999908,NSW
Kholo,4306,-27.496563,152.760941,QLD
Khosh Bulduk,4723,-22.997944,147.962341,QLD
Ki Ki,5261,-35.567375,139.793045,SA
Kia Ora,2422,-31.957747,151.975677,NSW
Kia Ora,4570,-26.010284,152.768219,QLD
Kiacatoo,2877,-33.050392,146.7659,NSW
Kiah,2551,-37.15781,149.85704,NSW
Kialla,3631,-36.4142,145.397858,VIC
Kialla East,3631,-36.456932,145.529663,VIC
Kialla West,3631,-36.465248,145.388794,VIC
Kiama,2533,-34.670265,150.854385,NSW
Kiama Downs,2533,-34.64352,150.844986,NSW
Kiama Heights,2533,-34.695381,150.844574,NSW
Kiamba,4560,-26.572554,152.924057,QLD
Kiana,5607,-33.949863,135.270279,SA
Kianga,2546,-36.194622,150.126709,NSW
Kianga,4718,-24.696365,150.013046,QLD
Kiar,2259,-33.200661,151.43779,NSW
Kiara,6054,-31.887106,115.938713,WA
Kiata,3418,-36.363094,141.794785,VIC
Kickabil,2830,-31.870008,148.42955,NSW
Kidaman Creek,4574,-26.630873,152.768387,QLD
Kidman Park,5025,-34.906193,138.52449,SA
Kielpa,5642,-33.589226,136.225372,SA
Kiels Mountain,4559,-26.649134,153.009125,QLD
Kielvale,2484,-28.333174,153.432831,NSW
Kiewa,3691,-36.257862,147.006577,VIC
Kikiamah,2594,-34.093403,148.135406,NSW
Kikoira,2669,-33.654373,146.664474,NSW
Kilaben Bay,2283,-33.025356,151.594254,NSW
Kilbirnie,4354,-27.223475,151.828949,QLD
Kilburn,5084,-34.865509,138.592484,SA
Kilburn North,5084,-34.865509,138.592484,SA
Kilcoy,4515,-26.950001,152.550003,QLD
Kilcummin,4721,-22.25362,147.590912,QLD
Kilcunda,3995,-38.549831,145.476288,VIC
Kilgin,2472,-29.049335,153.375626,NSW
Kilgra,2474,-28.555109,152.974945,NSW
Kilkenny,5009,-34.873146,138.548462,SA
Kilkivan,4600,-26.085808,152.239304,QLD
Killabakh,2429,-31.73604,152.399963,NSW
Killaloe,4877,-16.49213,145.421875,QLD
Killara,2071,-33.765675,151.162506,NSW
Killara,3312,-37.74852,141.413879,VIC
Killara,3691,-36.140579,146.950439,VIC
Killarney,3283,-38.344379,142.312454,VIC
Killarney,4373,-28.332832,152.295624,QLD
Killarney Heights,2087,-33.775085,151.218414,NSW
Killarney Vale,2261,-33.365688,151.462723,NSW
Killawarra,2429,-31.900059,152.308426,NSW
Killawarra,3678,-36.239307,146.245911,VIC
Killcare,2257,-33.529617,151.361404,NSW
Killcare Heights,2257,-33.523525,151.367889,NSW
Killiecrankie,7255,-39.836662,147.833908,TAS
Killiekrankie,2449,-30.571362,152.563095,NSW
Killimicat,2720,-35.20483,148.243866,NSW
Killingworth,2278,-32.934464,151.559662,NSW
Killingworth,3717,-37.178341,145.423752,VIC
Killongbutta,2795,-33.20319,149.418213,NSW
Killora,7150,-43.092918,147.323166,TAS
Kilmany,3851,-38.105415,146.911835,VIC
Kilmore,3764,-37.29287,144.951263,VIC
Kilmore East,3764,-37.277859,145.015671,VIC
Kilsyth,3137,-37.802273,145.307892,VIC
Kilsyth South,3137,-37.819347,145.313095,VIC
Kimba,5641,-33.138336,136.420654,SA
Kimberley,4873,-16.259951,145.423019,QLD
Kimberley,7304,-41.39856,146.491699,TAS
Kimbolton,3551,-36.925507,144.489517,VIC
Kimbolton,6728,-16.763075,124.032326,WA
Kimbriki,2429,-31.919823,152.26033,NSW
Kin Kin,4571,-26.26457,152.876678,QLD
Kin Kora,4680,-23.875273,151.249939,QLD
Kinbombi,4601,-26.159651,152.143387,QLD
Kinchant Dam,4741,-21.220667,148.909332,QLD
Kinchela,2440,-30.990362,152.990601,NSW
Kincora,4356,-27.787432,151.516357,QLD
Kincumber,2251,-33.467682,151.381119,NSW
Kincumber South,2251,-33.482609,151.3853,NSW
Kindee,2446,-31.384611,152.435242,NSW
Kindervale,2622,-35.683949,149.535339,NSW
Kindon,4390,-28.060904,150.765305,QLD
Kindred,7310,-41.244686,146.221268,TAS
King Ash Bay,854,-16.064091,136.328888,NT
King Creek,2446,-31.493219,152.753876,NSW
King Island,7256,-39.875347,143.937073,TAS
King Leopold Ranges,6728,-17.037083,125.625832,WA
King River,6330,-34.93338,117.911308,WA
King Scrub,4521,-27.172516,152.825027,QLD
King Valley,3678,-36.700703,146.417053,VIC
Kingaham,4515,-26.567518,152.369217,QLD
Kingaroy,4610,-26.540871,151.839325,QLD
Kingfisher Bay Resort,4655,-25.385618,152.87352,QLD
Kingfisher Shores,2259,-33.168701,151.555222,NSW
Kinghorne,2540,-34.989681,150.783966,NSW
Kinglake,3763,-37.557781,145.347534,VIC
Kinglake Central,3757,-37.510441,145.315903,VIC
Kinglake West,3757,-37.476387,145.236099,VIC
Kingoonya,5710,-30.910585,135.310242,SA
Kingower,3517,-36.607464,143.746185,VIC
Kings Beach,4551,-26.800823,153.141403,QLD
Kings Creek,4361,-27.898172,151.907684,QLD
Kings Cross,1340,-33.861519,151.210754,NSW
Kings Forest,2487,-28.289177,153.560471,NSW
Kings Langley,2147,-33.7425,150.924011,NSW
Kings Meadows,7249,-41.468674,147.161819,TAS
Kings Park,2148,-33.749374,150.915802,NSW
Kings Park,3021,-37.734135,144.779617,VIC
Kings Park,5034,-34.963562,138.590912,SA
Kings Park,6005,-31.960058,115.843658,WA
Kings Plains,2360,-29.575462,151.361847,NSW
Kings Plains,2799,-33.500923,149.324554,NSW
Kings Point,2539,-35.371944,150.440414,NSW
Kingsbury,3083,-37.713299,145.033752,VIC
Kingscliff,2487,-28.255857,153.575729,NSW
Kingscote,5223,-35.656624,137.638351,SA
Kingsdale,2580,-34.674728,149.69104,NSW
Kingsdene,2118,-33.784031,151.033676,NSW
Kingsford,2032,-33.921272,151.22702,NSW
Kingsford,5118,-34.558662,138.762619,SA
Kingsford,6701,-24.864035,113.695953,WA
Kingsgate,2370,-29.805696,152.086426,NSW
Kingsgrove,1480,-33.933548,151.096451,NSW
Kingsgrove,2208,-33.937935,151.099548,NSW
Kingsholme,4208,-27.800564,153.261597,QLD
Kingsley,6026,-31.808119,115.787872,WA
Kingsthorpe,4400,-27.494741,151.805817,QLD
Kingston,2604,-35.314499,149.143967,ACT
Kingston,3364,-37.376846,143.953995,VIC
Kingston,4114,-27.660278,153.117599,QLD
Kingston,6256,-34.130234,116.345291,WA
Kingston,7050,-42.975674,147.309494,TAS
Kingston,7051,-42.977554,147.302765,TAS
Kingston Beach,7050,-42.982834,147.323914,TAS
Kingston On Murray,5331,-34.223125,140.31723,SA
Kingston Park,5049,-35.038635,138.5177,SA
Kingston Se,5275,-36.829914,139.852783,SA
Kingstown,2358,-30.50506,151.123184,NSW
Kingsvale,2587,-34.445324,148.307129,NSW
Kingsville,3012,-37.807278,144.880234,VIC
Kingsville West,3012,-37.807278,144.880234,VIC
Kingsway,6065,-31.813231,115.849823,WA
Kingsway West,2208,-33.949898,151.094482,NSW
Kingswood,2340,-31.159498,150.930832,NSW
Kingswood,2550,-36.738632,149.817566,NSW
Kingswood,2747,-33.758938,150.720062,NSW
Kingswood,5062,-34.967365,138.60881,SA
Kinka Beach,4703,-23.224325,150.792603,QLD
Kinkuna,4670,-24.99308,152.39415,QLD
Kinleymore,4613,-26.17734,151.655304,QLD
Kinlyside,2913,-35.181477,149.076233,ACT
Kinnabulla,3483,-35.898582,142.795654,VIC
Kinross,6028,-31.719963,115.735252,WA
Kintore,872,-23.346334,129.394379,NT
Kinypanial,3520,-36.357613,143.807053,VIC
Kioloa,2539,-35.560818,150.374237,NSW
Kioma,4498,-28.251253,149.789597,QLD
Kiora,2537,-35.898113,150.011688,NSW
Kippara,2441,-31.221189,152.523849,NSW
Kippa-ring,4021,-27.226503,153.086349,QLD
Kippax,2615,-35.222645,149.020554,ACT
Kippaxs,2429,-31.656576,152.313126,NSW
Kippenduff,2469,-29.175442,152.756607,NSW
Kirk Rock,6370,-32.651306,117.764221,WA
Kirkcaldy,5022,-34.906929,138.497864,SA
Kirkconnell,2795,-33.435631,149.847626,NSW
Kirkham,2570,-34.042995,150.714523,NSW
Kirknie,4806,-19.832047,147.321335,QLD
Kirkstall,3283,-38.270817,142.313095,VIC
Kirkwood,4680,-23.905222,151.238831,QLD
Kirra,4225,-28.165455,153.529526,QLD
Kirrama,4872,-18.127987,145.615189,QLD
Kirrawee,2232,-34.034458,151.07103,NSW
Kirribilli,2061,-33.847542,151.21315,NSW
Kirton Point,5606,-34.734768,135.87175,SA
Kirup,6251,-33.708042,115.893578,WA
Kirwan,4817,-19.304514,146.741455,QLD
Kirwans Bridge,3608,-36.741692,145.134735,VIC
Kitchener,2325,-32.877327,151.366211,NSW
Kithbrook,3666,-36.816158,145.753647,VIC
Kitoba,4605,-26.062513,151.863953,QLD
Kiwarrak,2430,-32.015476,152.434631,NSW
Kiwirrkurra,872,-22.820234,127.114471,WA
Kleinton,4352,-27.425747,151.945099,QLD
Klemzig,5087,-34.882378,138.636597,SA
Klori,2346,-30.823997,150.754379,NSW
Knapp Creek,4285,-28.13191,152.803543,QLD
Knebsworth,3286,-37.999302,141.858795,VIC
Knights Hill,2577,-34.620007,150.69577,NSW
Knockrow,2479,-28.760359,153.534348,NSW
Knockwood,3723,-37.428387,146.231537,VIC
Knorrit Flat,2424,-31.829563,152.094681,NSW
Knorrit Forest,2424,-31.800762,152.137909,NSW
Knowsley,3523,-36.82539,144.587372,VIC
Knox City Centre,3152,-32.027676,115.907867,VIC
Knoxfield,3180,-37.896709,145.25354,VIC
Knuckey Lagoon,828,-12.427247,130.947632,NT
Koah,4881,-16.82428,145.510681,QLD
Koallah,3260,-38.318897,143.243713,VIC
Kobble Creek,4520,-27.24931,152.837814,QLD
Koetong,3704,-36.119202,147.530624,VIC
Kogan,4406,-27.041103,150.762039,QLD
Kogarah,1485,-33.971943,151.129166,NSW
Kogarah,1487,-33.971943,151.129166,NSW
Kogarah,2217,-33.962727,151.133469,NSW
Kogarah Bay,2217,-33.978729,151.123001,NSW
Kohinoor,5223,-35.755268,137.431717,SA
Kojaneerup South,6328,-34.503078,118.37294,WA
Kojarena,6532,-28.72337,114.864311,WA
Kojonup,6395,-33.833462,117.159042,WA
Kokeby,6304,-32.211285,116.976387,WA
Kokotungo,4702,-24.074301,149.933548,QLD
Kolonga,4671,-24.759863,151.709457,QLD
Kolora,3265,-38.136326,142.893448,VIC
Kondinin,6367,-32.420383,118.392944,WA
Kondut,6605,-30.718906,116.843918,WA
